2026/04/09 GUI 비활성화 후 관찰
GUI OFF 명령어
systemctl set-default multi-user.target
GUI ON 명령어
systemctl isolate multi-user.target
r  9 12:42:01 jdh1 systemd[3866]: grub-boot-success.timer: Succeeded.
Apr  9 12:42:01 jdh1 systemd[3866]: Stopped Mark boot as successful after the user session has run 2 minutes.
Apr  9 12:42:01 jdh1 systemd[3866]: Stopped target Sockets.
Apr  9 12:42:01 jdh1 systemd[3866]: pipewire.socket: Succeeded.
Apr  9 12:42:01 jdh1 systemd[3866]: Closed Multimedia System.
Apr  9 12:42:01 jdh1 systemd[3866]: pulseaudio.socket: Succeeded.
Apr  9 12:42:01 jdh1 systemd[3866]: Closed Sound System.
Apr  9 12:42:01 jdh1 systemd[3866]: Stopped target Paths.
Apr  9 12:42:01 jdh1 systemd[3866]: dbus.socket: Succeeded.
Apr  9 12:42:01 jdh1 systemd[3866]: Closed D-Bus User Message Bus Socket.
Apr  9 12:42:01 jdh1 systemd[3866]: Reached target Shutdown.
Apr  9 12:42:01 jdh1 systemd[3866]: Starting Exit the Session...
Apr  9 12:42:01 jdh1 systemd[1]: user@54321.service: Succeeded.
Apr  9 12:42:01 jdh1 systemd[1]: Stopped User Manager for UID 54321.
Apr  9 12:42:01 jdh1 systemd[1]: Stopping /run/user/54321 mount wrapper...
Apr  9 12:42:01 jdh1 systemd[1]: Removed slice User Slice of UID 54321.
Apr  9 12:42:01 jdh1 systemd[1]: user-runtime-dir@54321.service: Succeeded.
Apr  9 12:42:01 jdh1 systemd[1]: Stopped /run/user/54321 mount wrapper.
Apr  9 12:42:07 jdh1 systemd[1]: Started /run/user/54321 mount wrapper.
Apr  9 12:42:07 jdh1 systemd[1]: Created slice User Slice of UID 54321.
Apr  9 12:42:07 jdh1 systemd[1]: Starting User Manager for UID 54321...
Apr  9 12:42:07 jdh1 systemd[1]: Started Session 34 of user oracle.
Apr  9 12:42:07 jdh1 systemd-logind[1337]: New session 34 of user oracle.
Apr  9 12:42:07 jdh1 systemd[4010]: Listening on Sound System.
Apr  9 12:42:07 jdh1 systemd[4010]: Listening on Multimedia System.
Apr  9 12:42:07 jdh1 systemd[4010]: Starting D-Bus User Message Bus Socket.
Apr  9 12:42:07 jdh1 systemd[4010]: Reached target Paths.
Apr  9 12:42:07 jdh1 systemd[4010]: Started Mark boot as successful after the user session has run 2 minutes.
Apr  9 12:42:07 jdh1 systemd[4010]: Reached target Timers.
Apr  9 12:42:07 jdh1 systemd[4010]: Listening on D-Bus User Message Bus Socket.
Apr  9 12:42:07 jdh1 systemd[4010]: Reached target Sockets.
Apr  9 12:42:07 jdh1 systemd[4010]: Reached target Basic System.
Apr  9 12:42:07 jdh1 systemd[1]: Started User Manager for UID 54321.
Apr  9 12:42:07 jdh1 systemd[4010]: Starting Sound Service...
Apr  9 12:42:07 jdh1 systemd[4010]: Started D-Bus User Message Bus.
Apr  9 12:42:07 jdh1 dbus-daemon[4070]: [session uid=54321 pid=4070] Activating via systemd: service name='org.gtk.vfs.Daemon' unit='gvfs-daemon.service' requested by ':1.1' (uid=54321 pid=4066 comm="flatpak --installations ")
Apr  9 12:42:07 jdh1 systemd[4010]: Starting Virtual filesystem service...
Apr  9 12:42:07 jdh1 dbus-daemon[4070]: [session uid=54321 pid=4070] Successfully activated service 'org.gtk.vfs.Daemon'
Apr  9 12:42:07 jdh1 systemd[4010]: Started Virtual filesystem service.
Apr  9 12:42:08 jdh1 dbus-daemon[898]: [system] Activating via systemd: service name='org.bluez' unit='dbus-org.bluez.service' requested by ':1.1074' (uid=54321 pid=4029 comm="/usr/bin/pulseaudio --daemonize=no --log-target=jo")
Apr  9 12:42:08 jdh1 dbus-daemon[898]: [system] Activation via systemd failed for unit 'dbus-org.bluez.service': Unit dbus-org.bluez.service not found.
Apr  9 12:42:08 jdh1 systemd[4010]: Started Sound Service.
Apr  9 12:42:08 jdh1 pulseaudio[4029]: GetManagedObjects() failed: org.freedesktop.systemd1.NoSuchUnit: Unit dbus-org.bluez.service not found.
Apr  9 12:42:08 jdh1 systemd[4010]: Reached target Default.
Apr  9 12:42:08 jdh1 systemd[4010]: Startup finished in 864ms.
Apr  9 12:42:08 jdh1 systemd[1]: session-34.scope: Succeeded.
Apr  9 12:42:08 jdh1 systemd-logind[1337]: Session 34 logged out. Waiting for processes to exit.
Apr  9 12:42:08 jdh1 systemd-logind[1337]: Removed session 34.
Apr  9 12:42:08 jdh1 systemd[4010]: pulseaudio.service: Succeeded.
Apr  9 12:42:08 jdh1 systemd[1]: Stopping User Manager for UID 54321...
Apr  9 12:42:08 jdh1 systemd[4010]: Stopping D-Bus User Message Bus...
Apr  9 12:42:08 jdh1 systemd[4010]: Stopping Virtual filesystem service...
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped target Default.
Apr  9 12:42:08 jdh1 systemd[4010]: dbus.service: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped D-Bus User Message Bus.
Apr  9 12:42:08 jdh1 systemd[4010]: run-user-54321-gvfs.mount: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: gvfs-daemon.service: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped Virtual filesystem service.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped target Basic System.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped target Timers.
Apr  9 12:42:08 jdh1 systemd[4010]: grub-boot-success.timer: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped Mark boot as successful after the user session has run 2 minutes.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped target Sockets.
Apr  9 12:42:08 jdh1 systemd[4010]: pulseaudio.socket: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: Closed Sound System.
Apr  9 12:42:08 jdh1 systemd[4010]: pipewire.socket: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: Closed Multimedia System.
Apr  9 12:42:08 jdh1 systemd[4010]: Stopped target Paths.
Apr  9 12:42:08 jdh1 systemd[4010]: dbus.socket: Succeeded.
Apr  9 12:42:08 jdh1 systemd[4010]: Closed D-Bus User Message Bus Socket.
Apr  9 12:42:08 jdh1 systemd[4010]: Reached target Shutdown.
Apr  9 12:42:08 jdh1 systemd[4010]: Starting Exit the Session...
Apr  9 12:42:08 jdh1 systemd[1]: user@54321.service: Succeeded.
Apr  9 12:42:08 jdh1 systemd[1]: Stopped User Manager for UID 54321.
Apr  9 12:42:08 jdh1 systemd[1]: Stopping /run/user/54321 mount wrapper...
Apr  9 12:42:08 jdh1 systemd[1]: Removed slice User Slice of UID 54321.
Apr  9 12:42:08 jdh1 systemd[1]: user-runtime-dir@54321.service: Succeeded.
Apr  9 12:42:08 jdh1 systemd[1]: Stopped /run/user/54321 mount wrapper.
Apr  9 12:43:08 jdh1 su[4177]: (to root) root on pts/0
Apr  9 12:43:15 jdh1 systemd[1]: Reloading.
Apr  9 12:45:05 jdh1 journal[1677]: JS WARNING: [resource:///org/gnome/shell/ui/screenShield.js 920]: reference to undefined property "actor"
Apr  9 12:45:05 jdh1 journal[1677]: JS ERROR: Error calling onComplete: TypeError: this._dialog.actor is undefined#012_hideLockScreenComplete@resource:///org/gnome/shell/ui/screenShield.js:920:13#012_callOnFunction@resource:///org/gnome/gjs/modules/tweener/tweener.js:208:13#012_updateTweenByIndex@resource:///org/gnome/gjs/modules/tweener/tweener.js:342:9#012_updateTweens@resource:///org/gnome/gjs/modules/tweener/tweener.js:355:18#012_onEnterFrame@resource:///org/gnome/gjs/modules/tweener/tweener.js:370:10#012_emit@resource:///org/gnome/gjs/modules/signals.js:142:27#012_onNewFrame@resource:///org/gnome/shell/ui/tweener.js:238:9#012ClutterFrameTicker</<@resource:///org/gnome/shell/ui/tweener.js:209:13
Apr  9 12:45:15 jdh1 su[4253]: (to oracle) root on pts/0
Apr  9 12:45:50 jdh1 dbus-daemon[898]: [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service' requested by ':1.73' (uid=42 pid=1677 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:50 jdh1 systemd[1]: Starting Fingerprint Authentication Daemon...
Apr  9 12:45:50 jdh1 dbus-daemon[898]: [system] Successfully activated service 'net.reactivated.Fprint'
Apr  9 12:45:50 jdh1 systemd[1]: Started Fingerprint Authentication Daemon.
Apr  9 12:45:51 jdh1 systemd[1]: Created slice User Slice of UID 54321.
Apr  9 12:45:51 jdh1 systemd[1]: Started /run/user/54321 mount wrapper.
Apr  9 12:45:51 jdh1 systemd[1]: Starting User Manager for UID 54321...
Apr  9 12:45:51 jdh1 systemd[1]: Started Session 36 of user oracle.
Apr  9 12:45:51 jdh1 systemd-logind[1337]: New session 36 of user oracle.
Apr  9 12:45:52 jdh1 systemd[4311]: Reached target Paths.
Apr  9 12:45:52 jdh1 systemd[4311]: Listening on Sound System.
Apr  9 12:45:52 jdh1 systemd[4311]: Started Mark boot as successful after the user session has run 2 minutes.
Apr  9 12:45:52 jdh1 systemd[4311]: Reached target Timers.
Apr  9 12:45:52 jdh1 systemd[4311]: Listening on Multimedia System.
Apr  9 12:45:52 jdh1 systemd[4311]: Starting D-Bus User Message Bus Socket.
Apr  9 12:45:52 jdh1 systemd[4311]: Listening on D-Bus User Message Bus Socket.
Apr  9 12:45:52 jdh1 systemd[4311]: Reached target Sockets.
Apr  9 12:45:52 jdh1 systemd[4311]: Reached target Basic System.
Apr  9 12:45:52 jdh1 systemd[1]: Started User Manager for UID 54321.
Apr  9 12:45:52 jdh1 systemd[4311]: Starting Sound Service...
Apr  9 12:45:52 jdh1 rtkit-daemon[891]: Successfully made thread 4329 of process 4329 (/usr/bin/pulseaudio) owned by '54321' high priority at nice level -11.
Apr  9 12:45:52 jdh1 dbus-daemon[898]: [system] Activating via systemd: service name='org.bluez' unit='dbus-org.bluez.service' requested by ':1.1143' (uid=54321 pid=4329 comm="/usr/bin/pulseaudio --daemonize=no --log-target=jo")
Apr  9 12:45:52 jdh1 dbus-daemon[898]: [system] Activation via systemd failed for unit 'dbus-org.bluez.service': Unit dbus-org.bluez.service not found.
Apr  9 12:45:52 jdh1 rtkit-daemon[891]: Successfully made thread 4338 of process 4329 (/usr/bin/pulseaudio) owned by '54321' RT at priority 5.
Apr  9 12:45:52 jdh1 systemd[4311]: Started D-Bus User Message Bus.
Apr  9 12:45:52 jdh1 pulseaudio[4329]: GetManagedObjects() failed: org.freedesktop.systemd1.NoSuchUnit: Unit dbus-org.bluez.service not found.
Apr  9 12:45:52 jdh1 systemd[4311]: Started Sound Service.
Apr  9 12:45:52 jdh1 systemd[4311]: Reached target Default.
Apr  9 12:45:52 jdh1 systemd[4311]: Startup finished in 100ms.
Apr  9 12:45:52 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Activating via systemd: service name='org.gtk.vfs.Daemon' unit='gvfs-daemon.service' requested by ':1.3' (uid=54321 pid=4368 comm="flatpak --installations ")
Apr  9 12:45:52 jdh1 systemd[4311]: Starting Virtual filesystem service...
Apr  9 12:45:52 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Successfully activated service 'org.gtk.vfs.Daemon'
Apr  9 12:45:52 jdh1 systemd[4311]: Started Virtual filesystem service.
Apr  9 12:45:52 jdh1 gnome-keyring-ssh.desktop[4431]: SSH_AUTH_SOCK=/run/user/54321/keyring/ssh
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: VMware: No 3D enabled (0, Success).
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: libEGL warning: DRI2: failed to create dri screen
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: VMware: No 3D enabled (0, Success).
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: libEGL warning: DRI2: failed to create dri screen
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: VMware: No 3D enabled (0, Success).
Apr  9 12:45:52 jdh1 journal[4436]: Failed to initialize accelerated iGPU/dGPU framebuffer sharing: Do not want to use software renderer (llvmpipe (LLVM 11.0.0, 256 bits)), falling back to CPU copy path
Apr  9 12:45:52 jdh1 journal[4436]: Using X11 display :0 for Xwayland
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: VMware: No 3D enabled (0, Success).
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: libEGL warning: DRI2: failed to create dri screen
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: VMware: No 3D enabled (0, Success).
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: libEGL warning: DRI2: failed to create dri screen
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: glamor: No eglstream capable devices found
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: glamor: 'wl_drm' not supported
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: Missing Wayland requirements for glamor GBM backend
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: Missing Wayland requirements for glamor EGLStream backend
Apr  9 12:45:52 jdh1 org.gnome.Shell.desktop[4436]: Failed to initialize glamor, falling back to sw
Apr  9 12:45:52 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Activating via systemd: service name='org.a11y.Bus' unit='at-spi-dbus-bus.service' requested by ':1.19' (uid=54321 pid=4436 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:52 jdh1 systemd[4311]: Starting Accessibility services bus...
Apr  9 12:45:52 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Successfully activated service 'org.a11y.Bus'
Apr  9 12:45:52 jdh1 systemd[4311]: Started Accessibility services bus.
Apr  9 12:45:52 jdh1 at-spi-bus-launcher[4493]: dbus-daemon[4498]: Activating service name='org.a11y.atspi.Registry' requested by ':1.0' (uid=54321 pid=4436 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:52 jdh1 at-spi-bus-launcher[4493]: dbus-daemon[4498]: Successfully activated service 'org.a11y.atspi.Registry'
Apr  9 12:45:52 jdh1 at-spi-bus-launcher[4493]: SpiRegistry daemon is running with well-known name - org.a11y.atspi.Registry
Apr  9 12:45:53 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Activating via systemd: service name='org.freedesktop.impl.portal.PermissionStore' unit='xdg-permission-store.service' requested by ':1.18' (uid=54321 pid=4436 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:53 jdh1 systemd[4311]: Starting sandboxed app permission store...
Apr  9 12:45:53 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Activating service name='org.freedesktop.portal.IBus' requested by ':1.22' (uid=54321 pid=4507 comm="ibus-daemon --xim --panel disable ")
Apr  9 12:45:53 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Successfully activated service 'org.freedesktop.impl.portal.PermissionStore'
Apr  9 12:45:53 jdh1 systemd[4311]: Started sandboxed app permission store.
Apr  9 12:45:53 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Activating service name='org.gnome.Shell.CalendarServer' requested by ':1.18' (uid=54321 pid=4436 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:53 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Successfully activated service 'org.freedesktop.portal.IBus'
Apr  9 12:45:53 jdh1 dbus-daemon[898]: [system] Activating via systemd: service name='org.freedesktop.GeoClue2' unit='geoclue.service' requested by ':1.1183' (uid=54321 pid=4436 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:53 jdh1 systemd[1]: Starting Location Lookup Service...
Apr  9 12:45:53 jdh1 dbus-daemon[4345]: [session uid=54321 pid=4345] Activating service name='ca.desrt.dconf' requested by ':1.18' (uid=54321 pid=4436 comm="/usr/bin/gnome-shell ")
Apr  9 12:45:53 jdh1 journal[4436]: Telepathy is not available, chat integration will be disabled.
